source,target
12537,861
12537,15161
12537,142
12537,1708
12539,7038
12543,16640
12544,14264
12544,2396
12544,15413
12544,14100
12544,2020
12544,13442
12545,7223
12545,13399
12545,1055
12545,5861
12545,3511
12545,15843
12545,4829
12545,16002
12545,3345
12545,9066
12545,15189
12545,7033
12545,3069
12545,10030
12545,325
12545,4944
12545,2529
12545,8018
12545,8022
12545,12568
12545,2261
12545,9917
12545,8982
12545,16183
12545,12243
12545,11605
12545,4002
12545,12276
12545,12748
12545,6336
12545,3978
12545,1510
12545,14964
12545,2006
12546,2792
12549,1939
12550,16427
12550,7971
12550,7598
12550,6517
12550,3704
12551,998
12552,675
12552,301
12553,12179
12553,8406
12553,6841
12553,2686
12553,816
12553,10591
12553,4988
12553,5819
12553,2790
12553,1989
12556,16768
12557,6283
12557,14999
12560,3838
12561,10468
12561,1828
12561,740
12561,12474
12561,5782
12563,4427
12563,3013
12566,3691
12566,7343
12568,5591
12568,16183
12568,12276
12568,12748
12568,4002
12568,14964
12568,2006
12568,3978
12568,1510
12568,3511
12568,4995
12568,7223
12568,15843
12568,5861
12568,16002
12568,10261
12568,3345
12568,15189
12568,4829
12568,7033
12568,4402
12568,3069
12568,10030
12568,325
12568,4944
12568,8018
12568,8022
12568,2529
12568,9917
12568,8982
12569,899
12570,8436
12570,14240
12570,15964
12570,3234
12571,9728
12571,5228
12571,16552
12571,4807
12571,9886
12572,16568
12572,2948
12572,8549
12572,9968
12577,10419
12577,285
12577,10491
12577,8747
12578,5200
12579,8895
12579,12872
12579,10571
12579,8518
12579,2269
12579,5400
12579,9267
12579,2518
12579,12729
12580,12804
12580,7239
12582,4355
12582,2603
12582,10719
12582,15745
12583,1763
12586,7389
12588,1924
12588,664
12588,16202
12589,7286
12589,13900
12590,9436
12590,2814
12591,12809
12591,13917
12591,5250
12593,16681
12594,669
12594,13404
12594,7379
12594,3819
12595,8130
12596,16150
12596,1448
12596,15651
12600,8696
12600,12364
12600,11410
12600,14086
12601,10122
12601,539
12601,9428
12604,110
12604,222
12605,9283
12606,10235
12606,12768
12606,3051
12606,15007
12607,1365
12608,14583
12608,9277
12610,14613
12610,3249
12610,12621
12610,7548
12610,9899
12611,7798
12612,1534
12612,5675
12614,2218
12614,4691
12615,3723
12616,8837
12616,10988
12616,9089
12616,2830
12616,2879
12618,7701
12621,12114
12621,2559
12621,14030
12621,11115
12621,2009
12623,4999
12624,15471
12627,6108
12627,7739
12627,8655
12627,15161
12628,7600
12628,16696
12628,9236
12628,3980
12629,13886
12629,5166
12629,735
12631,3728
12631,16647
12631,16733
12633,4846
12633,1752
12633,3769
12633,908
12633,14903
12634,6379
12634,4949
12635,13433
12635,7168
12635,5706
12635,12687
12635,15648
12636,9523
12636,1965
12636,1193
12636,2149
12636,11165
12641,7069
12641,2590
12642,14710
12642,16288
12642,2920
12642,1802
12642,13289
12642,11899
12642,8390
12643,14174
12646,10664
12647,10143
12647,11690
12647,5743
12647,3316
12648,8557
12649,146
12649,10490
12649,9315
12649,4997
12649,15159
12649,131
12651,3074
12651,4804
12651,4065
12653,13680
12654,13567
12654,8806
12654,5009
12655,6906
12656,808
12656,10673
12657,16133
12657,8736
12658,6159
12658,13657
12658,15271
12658,8762
12658,14349
12658,980
12658,16390
12658,9661
