source,target
6572,4011
6572,13656
6572,2980
6572,15622
6573,4738
6573,16615
6573,12013
6573,15804
6576,8752
6576,6130
6576,14039
6577,12397
6577,9222
6577,1021
6577,4108
6577,5478
6577,6999
6577,11114
6577,275
6577,1251
6578,3944
6578,5006
6578,7751
6579,1274
6579,13964
6579,9850
6579,6305
6579,36
6579,2574
6579,700
6580,7905
6580,6930
6580,3841
6581,8328
6583,6567
6584,7882
6584,2723
6585,13856
6585,3220
6585,16545
6585,501
6585,8476
6586,5986
6586,14338
6586,9914
6586,14253
6587,2999
6587,12014
6588,4062
6589,11225
6590,13763
6590,6270
6591,12409
6591,3680
6591,6925
6591,3055
6591,10874
6591,10358
6591,913
6591,3792
6591,15750
6591,16543
6593,16647
6593,12533
6593,16733
6593,12631
6593,3728
6593,15219
6594,9876
6594,14335
6594,10318
6594,9310
6596,13594
6597,2308
6597,1729
6598,13409
6598,9592
6598,14009
6599,9733
6599,2829
6599,5769
6599,1317
6599,11772
6599,3270
6599,7894
6602,13840
6604,1786
6605,7512
6606,8362
6606,13705
6606,9619
6606,11100
6606,14312
6606,16142
6606,3489
6606,6775
6606,11069
6607,2296
6607,6277
6607,6750
6607,3721
6607,10817
6608,191
6608,2810
6608,8397
6608,15484
6608,15834
6608,1904
6608,16647
6608,13684
6608,10493
6608,6716
6609,10963
6609,12152
6612,10083
6613,11529
6613,5203
6613,2927
6613,8831
6613,610
6613,15265
6615,8420
6615,3395
6615,7388
6615,1505
6615,10637
6615,9434
6615,14728
6615,12939
6615,15444
6615,14533
6615,4828
6615,6300
6615,15628
6615,12359
6615,14437
6616,15837
6616,11792
6616,4458
6616,9793
6617,4271
6617,12375
6617,12237
6617,11477
6617,10339
6617,14962
6618,13662
6618,10654
6618,16343
6618,1686
6620,6426
6620,12696
6620,7968
6620,14860
6620,10664
6620,14015
6620,4806
6620,7994
6620,3416
6620,5644
6620,6039
6620,7316
6620,12106
6621,5801
6624,13069
6624,9693
6626,16496
6626,2469
6626,13716
6626,13489
6626,12274
6628,15693
6628,991
6628,12693
6628,8550
6630,13238
6630,14732
6631,4006
6631,14542
6632,10568
6632,11069
6634,7797
6634,9261
6634,16740
6635,5132
6635,3644
6635,9796
6635,5564
6635,14640
6635,5834
6635,13047
6635,10494
6635,12182
6635,5888
6636,7543
6636,12000
6637,8883
6638,2285
6639,8294
6639,3472
6639,14999
6639,13634
6639,6283
6639,12557
6639,10073
6639,10191
6639,584
6639,5309
6640,14775
6640,7997
6640,4537
6641,14158
6642,10194
6642,11492
6642,5430
6642,2861
6642,3610
6644,12977
6644,1325
6644,3505
6644,12870
6645,16676
6645,10370
6645,4654
6645,11371
6645,9452
6645,4602
6645,979
6645,8794
6645,8233
6645,16109
6645,6050
6645,10592
6645,4745
6645,14605
6645,989
6647,4984
6647,479
6647,15760
6647,12060
6647,16513
6649,4864
6649,4970
6649,11427
6649,504
6650,15310
6650,15502
6650,12116
6650,9958
6652,12512
6652,2079
6652,11752
6652,6540
6652,4320
6652,12241
6652,812
6652,16397
6652,9287
6652,2611
6654,13404
6654,419
6654,15219
6654,13768
6654,14874
6654,2355
6654,2083
6656,3106
6656,6151
6656,8794
6657,16625
6657,236
6658,1038
6658,6175
6658,9993
6658,13023
6658,464
6658,11503
6658,582
6658,1062
6659,4792
6659,11214
6660,10337
6660,7796
6661,9956
6661,8173
6661,6601
6665,15870
6665,12898
6665,7599
6666,312
6667,2756
6667,192
6667,15960
6667,1067
6668,2334
6668,1517
6669,4822
6671,16853
6672,13465
6673,12984
6673,2036
6675,226
6678,9009
6679,10411
6679,1983
6680,15219
6680,13654
6680,15923
6680,13691
6680,12533
6680,13404
6680,4679
6680,14035
6680,3728
6680,5867
6685,16074
6686,2834
6686,14554
6686,13844
6687,16593
6687,10020
6687,1616
6688,11247
6689,5352
6689,5166
6689,735
6689,10238
6689,12629
6691,16552
6692,8610
6692,10168
6692,12596
6692,1448
6692,15651
6693,729
6693,251
6694,13604
6694,14297
6694,290
6694,12155
6694,6378
6694,15681
6694,7513
6695,9011
6695,9304
6695,14033
6695,1937
6695,13350
6695,13766
6695,7025
6695,3817
6695,16251
6695,4806
6695,2387
6695,12137
6695,12121
6695,4453
6696,6081
6697,14382
6697,4171
6697,16629
6698,1759
6698,7387
6698,10034
6698,16495
6699,16275
6699,1566
6699,4815
6699,7466
6700,4065
6700,6778
6700,12330
6701,8558
6701,4954
6702,2022
6702,5166
6702,12884
6702,13275
6703,16207
6703,8665
6703,10044
6703,9216
6703,1125
6704,8036
6706,14038
6706,8939
6706,12652
6706,1399
6706,696
6708,10879
6708,5087
6708,3046
6708,595
6708,6
6709,5219
6709,11929
6711,6796
6712,11155
6712,14172
6712,12684
6712,14868
6712,4005
6712,2810
6713,6490
6714,10448
6714,9229
6714,9043
6715,2154
6715,9758
6715,12345
6715,15659
6715,7869
6716,15484
6716,13684
6718,744
6718,163
6718,6156
6719,10105
6719,11940
6720,7735
6720,9025
6720,16507
6720,8701
6720,9307
6720,10401
6721,2799
6722,2588
6722,10656
6722,14899
6723,2728
6725,16753
6725,7483
6726,1367
6726,6776
6727,281
6727,15416
6727,6057
6727,5098
6728,7460
6730,16324
6730,2151
6730,10491
6731,8436
6732,15944
6735,7797
6735,14982
6738,7594
6738,190
6738,16706
6738,5368
6738,8377
6739,13030
6739,6899
6739,9185
6739,11336
6739,2676
6739,14386
6739,5262
6739,16061
6739,4059
6739,10106
6740,12950
6740,2033
6740,13923
6740,1909
6740,10444
6742,8408
6742,12499
6742,1493
6742,7027
6742,6812
6742,12152
6742,6724
6742,10591
6742,16824
6742,9416
6743,1160
6743,481
6743,9719
6743,7801
6743,1508
6743,3761
6743,2460
6743,3510
6743,1741
6743,131
6743,8751
6744,1847
6744,15956
6744,11135
6744,6172
6744,6412
6744,10800
6745,10271
6745,9182
6745,13195
6745,7618
6746,8122
6746,5318
6746,2850
6746,1379
6747,9868
6747,2574
6747,3981
6747,15736
6747,4315
6747,4824
6747,15172
6747,246
6747,16786
6747,16392
6747,2450
6747,9586
6747,11774
6747,4187
6748,2082
6748,3185
6748,2487
6751,7027
6751,8363
6753,11233
6753,400
6754,1063
6754,12083
6755,16694
6755,9571
6755,579
6756,13173
6756,5941
6757,14081
6757,2062
6758,11650
6758,13983
6758,13731
6760,10758
6760,8901
6761,2459
6761,330
6763,12269
6764,8081
6764,13007
6765,1765
6765,4535
6765,2409
6765,15751
6767,1687
6770,9606
6771,14532
6772,16549
6772,4921
6773,11119
6773,6705
6774,7157
6774,1514
6774,14253
6774,14863
6774,15376
6774,15555
6774,4508
6774,11758
6774,3061
6774,1923
6774,10250
6774,2285
6775,16142
6776,16612
6776,14920
6777,14715
6778,2854
6778,4065
6779,14592
6779,12608
6779,9140
6779,11153
6779,2511
6779,9277
6779,11855
6779,1178
6780,12234
6780,6735
6780,7797
6780,14982
6781,6722
6781,9097
6781,5138
6782,13589
6783,415
6785,14533
6786,4882
6786,11892
6786,4439
6786,3065
6786,12738
6786,14031
6786,13422
6786,16325
6786,12491
6786,8910
6786,1198
6787,3383
6787,3219
6788,7656
6792,12425
6792,15736
6792,1336
6793,6614
6793,3728
6794,13851
6794,9620
6794,15284
6795,619
6795,4767
6795,3377
6795,3943
6796,3625
6797,4670
6797,14214
6797,9827
6797,1326
6797,9092
6797,11227
6797,12650
6799,2960
6799,12247
6799,15232
6799,6975
6799,2580
6800,9027
6800,15468
6800,16192
6801,6421
6803,9534
6803,13836
6803,16552
6803,1435
6803,972
6803,9714
6803,15626
6803,859
6803,13122
6803,10931
6803,1072
6803,15214
6805,14252
6805,4065
6805,4630
6805,9327
6805,2855
6806,7844
6806,1329
6808,8313
6808,12709
6808,4850
6808,2740
6808,7770
6808,3045
6808,16565
6808,74
6808,8011
6808,3035
6808,12728
6810,10195
6811,9649
6812,12040
6812,566
6812,8011
6812,12638
6812,12000
6812,12728
6812,238
6812,11598
6812,4975
6812,8313
6812,8236
6812,8244
6812,10318
6812,6264
6812,14514
6812,8773
6812,6960
6812,15905
6812,7981
6812,2602
6812,7489
6812,8725
6812,1720
6812,11466
6812,9901
6812,6368
6813,6284
6813,1507
6813,3398
6813,15658
6814,13887
6814,8573
6814,8069
6814,6786
6814,15280
6814,13422
6815,7800
6815,13903
6815,11253
6815,5683
6816,10157
6816,13898
6816,1892
6816,11374
6816,12773
6816,16132
6816,735
6817,13706
6818,7462
6818,13564
6819,13991
6819,4283
6820,4141
6820,10297
6820,1886
6821,2656
6822,13677
6823,1983
6823,9298
6823,11660
6823,11567
6823,15141
6823,4639
6823,14536
6823,5201
6823,1497
6823,16566
6823,8674
6824,8011
6824,16818
6825,3878
6825,2463
6825,6090
6825,11929
6825,8119
6825,1581
6825,16804
6825,9502
6825,9978
6825,6709
6825,2936
6825,13061
6825,8674
6825,16473
6825,6085
6826,16095
6828,13992
6829,14297
6829,2453
6829,14206
6830,13406
6831,9358
6831,9737
6832,15132
6832,2077
6833,14899
6833,10284
6834,11095
6835,9130
6835,3641
6835,12989
6836,13766
6837,10245
6837,10815
6837,11393
6837,9344
6837,9512
6838,8961
6838,11433
6838,10447
6840,2025
6840,2347
6840,2389
6841,4500
6841,5517
6841,2862
6841,6953
6841,5506
6841,14455
6841,14980
6841,16350
6841,16444
6841,8406
6841,1649
6841,11932
6841,2841
6843,16061
6843,6739
6843,10106
6843,13030
6843,6899
6846,15164
6846,6985
6846,9003
6847,9554
6847,8375
6847,6094
6847,2768
6847,13482
6847,13600
6847,11925
6847,2566
6847,7332
6847,2774
6847,5072
6847,4808
6848,8460
6849,10197
6849,5737
6850,3912
6850,3567
6850,10923
6850,7297
6850,16024
6851,11047
6852,9843
6853,15916
6853,2680
6854,7098
6855,2426
6855,6919
6855,7521
6855,9953
6855,13617
6855,4867
6855,8010
6855,16805
6855,9515
6855,5441
6855,13711
6855,15423
6855,2969
6855,3376
6855,4116
6855,16143
6855,14802
6855,7410
6855,14168
6855,7325
6856,12092
6856,5070
6857,632
6857,677
6858,8505
6859,4125
6859,4184
6859,8088
6861,8863
6861,12381
6861,5799
6862,1413
6862,13247
6862,5613
6863,11300
6863,10270
6864,9900
6865,8550
6865,14156
6865,15693
6866,11251
6866,7802
6867,12027
6868,9244
6868,16254
6868,5284
6868,6874
6868,15787
6868,190
6868,5053
6868,15287
6868,2561
6868,6066
6868,13271
6868,7607
6868,4932
6868,6010
6868,6685
6868,13841
6868,3587
6868,11056
6868,14667
6868,13443
6868,3620
6868,416
6868,11858
6868,8967
6869,2759
6870,3755
6870,9822
6870,170
6871,14574
6872,12998
6873,16026
6874,6685
6874,16074
6874,3620
6874,416
6874,11858
6874,16254
6874,5284
6874,190
6874,4932
6875,9075
6876,8642
6876,14729
6876,12855
6876,3979
6876,10643
6876,11823
6876,16186
6876,10576
6876,7942
6879,8261
6879,4357
6879,12416
6880,7384
6881,11118
6881,9500
6884,5154
6884,442
6884,13388
6884,15836
6884,14889
6884,5094
6886,1828
6886,4638
6886,2216
6886,13142
6886,1518
6887,8324
6888,5420
6888,3729
6888,9942
6888,4662
6888,12530
6888,11729
6888,14616
6889,959
6890,3057
6890,14642
6891,15479
6892,14416
6892,5589
6892,15055
6892,10792
6892,12663
6892,15627
6892,11736
6893,11194
6893,9955
6893,15997
6895,11247
6896,10705
6896,16204
6896,4186
6897,5221
6898,4894
6899,10106
6899,2935
6899,16061
6901,12568
6901,4995
6901,10261
6901,9066
6902,11756
6903,684
6904,15322
6904,397
6908,5387
6908,7538
6908,8486
6908,4181
6908,15810
6908,2917
6908,16835
6908,15473
6908,9041
6910,13405
6910,15711
6911,2388
6911,14546
6912,5509
6912,9929
6912,680
6913,13352
6914,4671
6914,4435
6918,16119
6919,9515
6919,14802
6920,6664
6921,13420
6921,10554
6921,11568
6921,7234
6922,14924
6922,344
6923,8236
6923,14889
6923,5493
6923,16427
6925,12409
6925,10874
6925,13039
6926,13559
6926,4980
6926,6647
6926,6070
6926,317
6926,3143
6926,3192
6926,15760
6926,4327
6926,1241
6926,16456
6926,8564
6926,16513
6926,15070
6926,4710
6926,7215
6926,16762
6926,9675
6926,1092
6926,12562
6926,4430
6926,8110
6926,1938
6926,112
6926,8118
6926,10025
6926,3707
6926,9363
6926,8562
6927,5464
6927,16565
6928,3457
6928,3173
6929,7450
6929,15814
6929,10055
6930,3841
6930,6782
6930,13589
6930,1965
6932,7574
6932,915
6932,14679
6934,2055
6934,1250
6934,13160
6934,13503
6936,4505
6936,9431
6936,5297
6937,100
6937,2005
6939,14250
6939,3774
6939,12687
6939,3963
6940,3906
6940,1385
6940,11539
6940,8885
6942,6774
6942,1514
6942,15555
6943,5223
6943,8057
6944,14663
6944,2933
6944,14102
6944,11339
6944,13629
6944,1911
6944,13739
6944,5847
