source,target
10544,11809
10544,2454
10544,10611
10544,15344
10544,9855
10545,4334
10545,15753
10545,271
10545,9445
10547,5690
10547,1547
10547,1657
10547,8984
10547,255
10547,13742
10547,2220
10547,57
10547,8624
10547,15642
10547,546
10548,8263
10548,408
10548,5943
10548,5143
10548,15621
10548,10104
10548,16740
10549,14259
10549,2444
10549,8011
10549,13737
10550,2341
10550,10136
10550,11510
10550,8611
10550,13377
10550,10027
10550,4148
10550,12313
10550,12944
10551,4518
10551,14968
10551,2051
10551,13428
10551,9981
10552,10004
10553,14134
10555,5088
10555,718
10556,16700
10558,14253
10558,3675
10559,11730
10559,2627
10559,1383
10559,8232
10559,7680
10560,9941
10560,14264
10561,9592
10561,8600
10561,10110
10561,2539
10561,795
10561,13660
10561,14645
10561,13938
10561,8299
10562,15944
10562,13814
10562,7667
10562,4565
10562,11343
10562,8490
10563,7639
10563,4603
10563,2546
10563,15334
10564,15828
10564,797
10564,8080
10564,2921
10565,6823
10566,2390
10566,461
10567,9085
10568,14773
10568,11069
10568,13838
10568,6735
10568,270
10568,6780
10568,271
10568,14982
10568,626
10568,9254
10568,3143
10569,1725
10569,12464
10569,13574
10569,8432
10570,8605
10570,2779
10570,15453
10570,14811
10570,3707
10570,12425
10570,2391
10570,12312
10570,9592
10570,4656
10570,749
10570,15769
10574,11558
10574,14179
10574,2844
10575,6695
10575,410
10575,11848
10576,11321
10576,15652
10576,10643
10577,16554
10577,10330
10577,13788
10578,5837
10580,8313
10581,9850
10581,15430
10581,10417
10581,2331
10581,3413
10582,8986
10583,6279
10585,14312
10586,9816
10586,10853
10586,3734
10586,925
10586,5371
10587,8159
10587,10799
10587,12328
10589,288
10589,11832
10589,10356
10589,2070
10589,10503
10589,2432
10589,3221
10589,4323
10589,981
10589,4559
10589,7198
10589,111
10589,11126
10589,15749
10589,8085
10589,8711
10589,4259
10589,7199
10589,4898
10589,6041
10589,10595
10590,2143
10590,7417
10591,5819
10591,10345
10591,14431
10591,3811
10591,12870
10591,14814
10591,8406
10591,8276
10591,5975
10591,4820
10591,6841
10591,2881
10591,10241
10591,3008
10591,13718
10591,12499
10592,14795
10593,2215
10593,2223
10593,11641
10594,7561
10595,11618
10595,571
10595,13761
10595,14196
10595,16746
10595,15636
10595,2300
10595,11054
10595,8590
10595,6915
10595,4179
10595,6041
10595,14771
10595,4517
10595,7445
10595,13621
10595,3448
10595,14341
10595,5026
10595,2298
10595,4140
10597,11307
10597,9645
10597,7186
10597,76
10598,8054
10598,7904
10598,10059
10598,15955
10598,6457
10598,12764
10599,16692
10599,12325
10599,6987
10599,4065
10599,15442
10599,16646
10600,1902
10601,3007
10601,3581
10602,12424
10602,14820
10602,3314
10602,6230
10603,3166
10603,15945
10605,10253
10605,14685
10605,12970
10605,2684
10605,5807
10605,14939
10606,2135
10606,12365
10606,7657
10606,13423
10606,4059
10606,2739
10606,1434
10606,215
10607,5063
10607,13728
10608,2339
10610,14746
10610,13688
10611,15344
10611,9855
10611,11809
10611,2454
10613,9746
10613,9991
10613,9536
10613,1034
10613,3336
10613,2369
10613,5325
10615,13594
10615,8475
10615,6269
10615,12527
10616,4726
10616,13938
10617,3761
10619,6119
10620,9170
10621,9865
10621,12093
10621,3498
10622,7673
10622,1734
10623,4274
10624,10177
10625,11236
10626,16815
10626,16714
10626,9994
10626,720
10626,4599
10626,14818
10627,9291
10627,9104
10627,15362
10627,11935
10627,10224
10628,4345
10628,13770
10628,1833
10628,5212
10628,5562
10628,3952
10628,7957
10628,8372
10628,2497
10628,5510
10628,4766
10628,10515
10628,15476
10628,4173
10628,10646
10628,15586
10628,8655
10629,15533
10629,11228
10629,12017
10629,4370
10630,207
10631,9689
10633,6350
10633,14718
10633,16695
10633,15809
10633,15858
10634,12205
10634,9253
10634,747
10634,15279
10634,329
10634,8168
10634,9754
10634,3582
10634,10295
10634,14093
10634,94
10634,11948
10636,5906
10636,5191
10636,4968
10636,6916
10637,9434
10638,4040
10639,11905
10640,7828
10640,12313
10640,2341
10640,11510
10640,10136
10640,4148
10640,10027
10641,9594
10641,11430
10641,14492
10642,7057
10642,3617
10644,8727
10645,1671
10645,1704
10645,3670
10648,5731
10650,5017
10651,9241
10651,15699
10651,12263
10651,4881
10651,13660
10653,10170
10653,11069
10653,1787
10653,9777
10653,10798
10653,11242
10654,13662
10654,6648
10657,10992
10657,8589
10657,889
10657,12848
10659,4065
10659,15442
10659,4961
10659,8678
10660,10169
10660,11271
10660,1002
10660,12753
10660,7469
10663,8296
10664,14860
10665,6411
10665,8526
10665,659
10668,13909
10669,7351
10669,1371
10669,2747
10669,15836
10670,447
10671,14679
10671,8133
10671,12687
10671,16290
10671,15701
10671,12636
10671,7168
10671,9007
10672,4186
10672,14721
10672,16552
10672,6973
10672,3245
10672,1603
10675,12120
10675,7355
10675,13507
10675,6583
10675,6567
10675,2066
10675,15359
10675,6475
10675,12208
10676,8058
10676,11710
10676,4282
10676,3428
10676,14533
10676,4946
10676,8463
10676,1917
10676,5402
10676,7200
10677,358
10678,2790
10679,5817
10679,1964
10680,5010
10681,16300
10681,3980
10681,14438
10681,15188
10682,6692
10682,4037
10682,6827
10682,14358
10682,5962
10682,1335
10682,12253
10682,27
10684,9828
10684,10717
10687,15989
10687,4460
10688,13143
10688,10440
10688,1476
10692,6100
10692,15269
10692,12281
10692,6089
10692,1808
10692,13612
10694,15276
10695,3958
10695,11045
10695,9606
10695,100
10695,14197
10695,13945
10695,4939
10695,10717
10695,16617
10695,15251
10695,10189
10695,15853
10695,6770
10695,11820
10695,13528
10698,1563
10698,677
10698,742
10698,5154
10698,4296
10698,5764
10698,8049
10698,2723
10698,8465
10700,1634
10701,10048
10701,15204
10701,3178
10701,28
10701,15276
10701,10694
10701,14593
10704,14477
10704,1954
10704,13827
10704,591
10705,16552
10706,8075
10706,11900
10707,2395
10707,6646
10708,2664
10708,3064
10708,4371
10710,10493
10710,2810
10710,6608
10711,10059
10711,14483
10711,3696
10712,2223
10712,16760
10712,11767
10715,15734
10715,2887
10717,6053
10717,15853
10717,9828
10718,2949
10719,1033
10720,4902
10720,806
10723,1315
10725,10963
10725,8650
10725,14656
10725,14205
10726,14043
10726,191
10726,14003
10726,7063
10726,11626
10728,7900
10730,1555
10730,12574
10730,1645
10730,11074
10730,5232
10731,4205
10731,13577
10731,15602
10731,8308
10731,6446
10731,11090
10731,14766
10731,12839
10731,10514
10731,11222
10731,14117
10731,2021
10731,12251
10731,16053
10731,12280
10733,9258
10734,8258
10735,2923
10736,8038
10737,1796
10737,5956
10737,13519
10737,1090
10737,13431
10737,3449
10737,8581
10737,1613
10737,11790
10738,12991
10740,9048
10740,6446
10740,2759
10740,3036
10740,12425
10740,12161
10740,14052
10741,8475
10741,11383
10741,16701
10741,8818
10741,1650
10741,9599
10741,7864
10741,3559
10745,554
10745,9259
10745,2966
10745,6756
10745,15039
10745,3740
10745,13173
10746,16280
10748,8813
10748,5256
10748,11897
10748,984
10749,6938
10749,9919
10749,4032
10749,366
10751,12165
10751,6595
10751,8429
10751,1828
10751,11525
10752,5807
10752,14939
10756,973
10756,12880
10756,4976
10756,3907
10756,2118
10756,13100
10756,1980
10757,10308
10757,9166
10758,8901
10759,9278
10759,3960
10759,9169
10759,13032
10759,10495
10759,9003
10760,6318
10760,15300
10760,2098
10760,7003
10760,11289
10760,616
10760,10066
10760,11583
10761,15551
10762,3896
10762,4349
10762,7331
10764,10415
10764,14953
10764,11225
10764,5055
10764,8386
10764,16335
10766,12147
10766,4924
10768,11653
10768,2975
10769,1627
10769,1983
10769,1825
10770,5036
10770,9956
10771,2482
10771,14542
10771,6573
10771,14770
10771,1755
10771,5573
