source,target
1,9832
1,12422
1,15752
4,3730
4,10860
4,7263
5,4837
5,15792
8,6618
8,1686
8,6648
8,13662
8,10654
8,16343
9,7336
11,16763
11,3607
12,51
12,12457
13,11209
15,13533
17,15342
19,12097
19,16082
19,5316
19,14582
19,15030
19,5335
19,15703
20,15134
20,8426
20,5651
20,11266
20,7294
22,16067
22,4703
22,12259
22,14492
22,7072
22,4653
22,2856
23,13100
23,2807
23,10996
23,2555
23,10480
23,8313
23,8240
23,263
23,13628
24,13604
24,5217
24,14278
26,6921
27,1335
27,14673
27,4358
28,1670
28,15204
29,13301
29,13111
29,3593
29,10381
30,7761
30,3843
30,3661
31,7518
32,12042
34,3022
34,11301
36,13964
36,6305
36,700
37,9383
37,5988
37,14169
37,15816
37,614
37,11190
37,15281
37,10142
37,2084
37,157
38,9339
38,11247
39,10612
41,1935
41,7457
41,4543
41,5467
41,2361
41,5277
42,9512
42,13556
43,515
43,1134
44,7662
45,12900
46,2175
46,2167
46,5091
46,1066
47,4326
50,7336
51,12457
53,8764
53,3633
53,13738
53,2655
53,16199
53,14268
54,7944
54,7148
54,15313
54,1526
54,10658
55,12776
55,2027
57,546
57,5690
57,15619
57,8522
57,8624
59,6020
60,677
60,5154
60,16376
60,15880
60,5581
60,10698
61,14874
64,12609
64,11158
64,13794
64,11058
64,16462
64,13202
66,12468
66,5776
66,16389
66,4948
66,573
66,11080
66,2359
67,16593
67,8441
68,3857
68,5233
68,8837
70,2555
70,8313
71,3879
71,14383
71,3166
72,14134
72,10553
72,15002
74,15903
74,8011
74,11398
74,8942
74,9292
74,1782
74,2315
74,5271
74,8959
74,13172
74,2515
74,401
74,12379
74,6927
74,16657
74,2349
74,5464
74,2740
74,16621
74,11181
74,15747
74,15113
74,16463
74,6083
74,12503
74,16565
74,2188
75,16034
75,15133
75,6871
75,989
75,11061
77,16380
78,13892
80,8178
80,8272
80,3524
80,2366
82,14343
82,1511
82,11227
83,1560
83,5176
84,6267
84,5873
84,6532
84,4735
84,1540
84,4183
84,12731
84,5807
84,5730
85,2691
85,6042
86,168
88,6790
88,618
88,8710
88,7934
88,15830
88,5470
88,14363
88,2381
88,10220
88,15201
88,6020
88,6809
88,12225
89,15730
90,10932
90,7998
90,2762
91,15659
91,8255
91,6682
91,3974
91,7869
91,465
91,6715
91,4495
91,3418
91,14721
91,14888
91,1861
91,10672
91,5419
91,15954
91,4545
91,13608
91,11998
91,9758
91,16552
91,15780
91,16004
91,9966
91,550
93,7446
94,10295
94,11948
94,15279
94,329
95,10547
95,2220
95,16424
95,15291
95,2138
96,3017
96,7950
96,14676
96,13672
96,10985
97,16521
97,1979
97,8376
97,3884
99,2938
99,15178
99,4758
99,1656
99,13704
99,13603
100,9606
100,8301
100,13945
100,6087
100,6770
100,7738
100,9405
100,8491
100,9650
100,11756
100,3958
100,6902
102,6578
102,5188
102,2143
102,13052
102,6681
102,4998
102,7417
102,5006
102,7751
102,10590
102,3121
102,519
102,15165
103,11734
103,5143
103,15020
103,14195
103,8011
103,9215
103,91
103,13838
103,10549
103,5727
103,14888
103,4760
105,14394
105,425
106,14591
106,13247
106,3771
107,9104
107,13719
108,13466
109,3882
109,15307
111,2432
111,4323
111,981
111,4559
111,8711
111,10356
112,15760
112,16492
112,14672
112,16567
112,3036
112,14811
112,3268
112,13559
112,4980
113,11838
113,10033
113,13625
113,5461
114,11715
114,526
114,8219
117,14600
117,9095
117,0
117,11337
117,8776
118,523
118,8228
119,10565
121,11778
122,12758
122,2940
123,14072
123,4059
123,10772
123,6381
123,12834
125,3957
125,12329
126,8961
126,13885
126,8746
126,7925
126,13919
126,15269
126,15928
126,1608
126,12281
126,6089
126,12619
126,7488
126,10692
126,1808
126,1544
126,10542
126,1390
126,13612
126,11063
126,1866
128,13078
131,4491
131,3585
131,13689
131,7562
131,12425
131,11144
131,11014
131,6322
131,3139
131,9478
131,3981
131,4754
131,3685
131,2482
132,9030
132,613
133,8928
133,14783
133,4082
133,4607
133,7986
133,9714
133,3327
133,13598
133,12301
133,4650
133,9326
134,9973
134,15833
134,3916
135,142
136,16053
136,6446
136,14766
136,11222
136,2021
136,12251
137,2959
138,2776
138,8637
139,10212
139,4134
139,9298
142,5961
142,4156
142,13211
142,4604
142,13903
142,13769
142,2560
142,861
142,6611
142,7835
142,2476
142,14857
143,7226
143,8928
144,4040
144,13491
144,2103
145,1766
145,8322
145,14055
145,5273
146,14734
146,10828
146,16818
146,8533
147,9039
147,14034
148,3016
148,1996
148,1221
148,14066
148,11533
150,12466
150,13113
150,10784
150,11472
150,10098
150,7224
151,3368
152,2253
153,16199
156,21
156,14507
157,3277
157,15281
157,15102
157,10142
158,15924
158,6841
158,2862
158,582
158,16301
159,5716
159,13938
159,4107
159,14979
160,13070
161,6526
161,9857
161,5486
162,7285
163,744
163,15993
164,8449
164,7958
164,9492
166,9605
166,4991
166,267
166,3069
166,8018
167,15520
167,12327
168,15820
170,15290
170,9822
171,6534
171,15977
177,13975
177,15774
178,11209
178,15031
178,9573
179,15346
179,8780
179,7146
180,5855
180,10119
181,9925
181,14388
181,16316
181,14755
182,8540
182,13127
183,2095
183,11423
183,5647
183,11112
185,4954
188,15735
189,12325
190,8377
190,416
190,16074
190,3620
190,5284
190,4932
190,6685
191,16807
191,14003
191,7063
191,15834
191,7682
192,9435
192,2756
192,5945
192,383
192,15960
192,12130
192,9524
193,3828
193,14217
193,4365
193,2598
193,6091
193,3725
193,16297
193,9454
193,8413
193,1595
193,741
194,14475
194,5877
194,14058
194,861
194,3634
195,9611
195,13891
195,16258
197,3515
198,5085
198,100
198,8354
198,4590
198,1118
198,6087
198,4806
198,5644
198,5888
198,2005
198,13719
198,4030
198,7738
198,8946
198,12106
202,15478
202,13348
202,4286
202,13178
203,3763
203,6483
205,12002
205,7206
206,11892
206,12738
206,6786
206,16325
207,1786
207,3624
207,8341
207,14383
207,7971
207,14900
207,3304
207,3463
207,9042
207,10148
207,3038
208,6367
208,3099
208,7186
208,2014
208,2836
208,4784
210,5644
210,12663
210,7764
210,13721
211,1480
211,11505
211,10330
211,5334
212,14210
212,16349
212,12808
212,8763
212,15370
212,3872
212,5543
212,4795
212,15025
212,14232
212,14716
212,16782
212,6471
212,11290
212,9400
212,15011
213,15769
213,14811
213,3707
213,3785
213,4656
216,2682
216,2093
216,10372
216,835
216,542
216,1644
217,3878
218,2447
220,1246
220,14469
220,4109
220,10887
220,14047
220,5289
220,7737
221,5221
221,15114
221,6897
221,7769
221,882
221,16012
222,12193
222,110
222,13504
222,13809
223,15141
223,6823
224,2693
225,4208
226,2993
226,5022
226,13024
226,12337
226,9801
227,10194
227,15305
227,5096
227,10520
227,12618
227,13952
227,10179
227,10228
227,1157
227,13778
227,4508
227,16535
227,2069
227,622
227,16731
227,2667
227,15609
227,15081
228,5166
229,16286
230,3364
230,6834
230,1887
230,1318
231,5922
231,9326
231,13815
231,9046
232,735
232,13702
232,9446
232,5189
232,1152
232,8154
232,7296
233,8297
233,15002
233,5852
233,384
234,7022
234,7877
234,15582
234,705
235,5253
235,7384
235,6880
235,14126
236,4206
236,12964
236,31
236,382
236,16028
236,7518
236,5388
237,3020
237,8624
238,16350
238,566
238,7027
238,6841
238,12221
238,4500
238,3110
238,6953
241,8217
242,15049
242,4714
243,552
244,4184
245,16075
246,14115
246,6101
246,11774
246,3976
246,4
246,9868
246,4367
246,6986
246,8206
246,9386
246,807
246,16786
248,1118
249,3675
249,11969
250,13330
250,9192
250,8729
251,729
251,9288
251,7587
252,9944
252,11225
252,7395
252,9604
253,8814
253,1469
254,15786
254,9716
254,12957
254,3638
254,8282
254,5708
254,3359
254,9516
256,7408
256,2094
256,10714
256,1468
256,9015
256,10800
256,1847
256,15956
256,12761
256,11135
256,6744
256,15563
257,2117
257,9501
257,14872
257,4012
257,2687
257,8302
257,3895
257,14243
257,14174
257,2529
257,1269
257,12748
257,2636
257,14765
257,1559
257,12643
257,7093
257,11342
257,5020
258,5709
258,11296
258,9369
258,12000
258,15856
258,11164
258,10787
259,7283
259,295
261,3771
261,6862
261,7761
261,4729
261,8384
261,13247
262,11237
262,15242
262,6285
262,10762
262,5143
262,13938
262,13645
262,2838
262,10413
262,14979
262,5664
262,7331
262,1533
262,1704
262,15191
262,3168
262,4107
262,4335
262,14195
262,9686
262,7808
262,5287
262,13582
262,12155
262,5422
262,5727
262,5353
262,3853
263,10996
264,16149
264,10469
264,3606
264,2077
264,9904
264,3167
264,14544
264,12780
264,16372
265,1677
265,2966
266,7971
267,9605
267,4991
268,8290
268,9137
270,15209
270,14006
270,7822
270,11100
270,16581
270,3900
270,2384
270,1628
271,13838
272,12425
272,10570
272,13697
273,804
274,9423
274,12737
276,4688
277,8895
277,3552
277,12579
277,1276
277,2004
277,7144
277,2269
277,16016
277,16260
277,14150
277,16041
277,7271
277,8430
277,5909
277,14875
277,11846
277,9504
278,3463
278,207
279,1724
280,2337
280,10063
280,11962
280,7755
280,6313
284,13602
284,9679
284,15996
285,10491
290,14297
290,6378
290,16775
291,4508
291,13491
292,15059
292,13169
292,2439
293,16177
294,10420
294,10779
294,10853
294,16562
294,1421
295,9275
295,9759
295,10853
295,15196
295,15404
295,2907
297,11872
298,6607
298,6750
300,15527
300,1871
302,954
303,14992
303,16359
304,497
304,9926
304,2698
305,1515
305,12969
308,11741
308,15434
308,9840
309,2140
309,169
309,6451
309,9838
309,1178
309,14548
309,9328
309,822
309,2599
309,570
310,14131
310,7715
310,1982
310,6028
311,14520
311,16041
311,592
314,6936
314,1136
315,6727
315,11839
315,281
316,2649
316,1967
318,2541
318,883
318,3474
319,14683
319,12756
319,3791
319,12460
319,12704
319,9598
319,7675
319,11330
320,6913
320,13352
321,16465
322,7027
322,6812
322,10318
322,8334
322,7839
322,14398
323,13671
323,4405
323,5540
323,1520
323,7539
324,505
324,46
325,4829
326,12533
326,15734
327,2883
329,11948
329,15279
330,13248
330,12870
330,2459
330,3008
330,10591
330,13584
331,5940
331,5599
331,5596
331,8089
332,8484
332,12222
332,13503
332,9055
332,1598
332,13869
332,1602
332,4847
332,9068
332,8804
332,6934
332,1677
333,6501
333,16788
333,16105
333,11897
333,15028
333,12133
333,12175
333,8926
333,1091
333,6072
333,11265
334,13555
334,12685
334,8193
334,3591
334,14817
334,1172
336,14019
337,1379
337,16496
337,269
337,15842
337,13980
337,5885
337,9878
337,6626
337,5318
337,16691
337,4371
339,31
339,10917
339,7518
339,236
339,3379
340,11258
340,14462
340,15572
340,15682
340,11067
340,5908
340,11048
340,16696
340,9886
340,1567
340,15245
340,9179
340,2511
340,12501
340,9236
340,2621
340,4016
340,3996
340,5179
341,8977
341,2061
341,1235
344,3001
344,7128
344,13333
344,9340
344,5059
344,6295
344,7592
344,8796
344,7377
344,15379
344,12346
344,14924
344,12834
344,15400
344,6894
344,8248
344,7423
344,8777
344,13250
344,2166
344,8623
344,9042
344,14507
344,9815
344,207
346,11605
347,8145
348,2298
349,4142
349,2255
352,13597
352,1806
352,1233
352,12565
353,15161
353,11465
353,142
354,14228
355,13607
355,14250
356,16377
358,5981
359,15179
359,6771
359,880
359,1653
359,16071
359,5493
360,14805
360,10734
361,14931
361,13069
361,13387
361,9805
361,8805
361,10294
361,11766
361,10034
361,5314
362,3577
362,15161
362,4664
362,2635
362,14475
362,4588
362,14058
363,7941
363,11930
363,9263
363,7125
365,11915
369,982
369,11339
369,6944
369,1911
369,12788
369,14663
369,11764
369,14102
369,2933
370,7117
370,14127
370,8106
370,13862
371,13101
371,14549
371,4429
371,750
372,3817
373,12230
373,5627
373,12344
374,12190
374,2782
374,9873
374,1447
374,15987
374,10124
375,7355
375,13507
375,6583
375,2066
375,15359
375,6475
375,15649
375,12120
375,4122
375,5228
376,2982
376,5025
376,2310
377,6355
379,10052
379,8975
379,7170
379,1348
380,4683
380,2239
381,6356
381,9597
381,1423
382,4206
382,12964
383,12130
385,1927
387,13636
387,8425
387,3233
388,3728
388,321
388,11280
388,16465
388,15953
389,6517
389,3704
390,8998
391,14258
391,9326
392,14253
392,954
392,4508
393,14810
393,16101
393,7552
394,11844
394,3595
394,9800
394,15013
395,8814
395,253
396,10678
396,10699
397,15195
397,2176
397,6043
397,1266
397,5194
397,8829
397,10118
397,9167
397,14538
397,9651
397,5618
397,16507
397,7326
397,16332
397,7416
397,16268
397,1098
398,15176
398,13697
399,10857
399,5911
401,1664
404,4016
405,12804
405,12199
405,3329
406,10891
406,3077
407,2503
407,15938
407,10006
407,10332
407,10747
409,10755
411,2532
411,9721
412,9043
412,2815
413,6705
413,6773
416,16254
416,5729
416,15349
416,6685
416,12378
416,16074
416,3161
417,3511
417,14063
417,11969
