source,target
3264,4940
3264,2773
3265,9336
3265,509
3266,6597
3266,1729
3268,7932
3268,7249
3268,833
3268,4176
3268,10897
3268,2428
3268,13337
3268,4803
3268,12813
3268,16567
3269,16669
3269,16678
3269,7304
3270,4538
3270,7185
3270,15582
3270,7894
3270,8648
3272,16162
3272,5457
3272,12682
3272,10182
3272,7348
3272,13805
3272,6629
3272,8333
3272,7585
3272,7455
3272,5582
3273,5893
3273,12167
3273,844
3273,4695
3273,11579
3273,7660
3273,14105
3273,12092
3273,464
3275,11307
3275,142
3275,10597
3275,13903
3275,16839
3278,4592
3278,824
3279,12153
3279,4137
3279,12192
3280,4814
3281,1215
3281,898
3281,1602
3282,16810
3282,2897
3283,2907
3284,2162
3285,5387
3285,12778
3286,15556
3286,10478
3286,4111
3286,14443
3286,11609
3286,15968
3286,5291
3286,15704
3286,10935
3286,1998
3286,4751
3286,13013
3286,1946
3288,10179
3288,12676
3288,14539
3291,15760
3291,14203
3292,14629
3292,15760
3293,14311
3293,10974
3293,15915
3294,1021
3294,1440
3294,1060
3294,12657
3295,13020
3295,2107
3295,11642
3295,13401
3297,9529
3297,12295
3298,8810
3299,5785
3299,16806
3301,16437
3302,9324
3302,13111
3302,12786
3303,6436
3303,8213
3303,2900
3303,3401
3303,4800
3303,4727
3304,5039
3304,5096
3304,9036
3304,8341
3304,15156
3304,8801
3304,12135
3304,7626
3304,7069
3304,4422
3304,7354
3304,645
3304,12091
3304,389
3304,4687
3304,7777
3304,8529
3304,7460
3304,2280
3304,7704
3304,14177
3304,8627
3304,9172
3304,6517
3304,7920
3304,15149
3304,2915
3304,73
3304,11563
3304,13714
3304,11844
3304,4757
3304,6798
3304,2590
3304,4932
3304,12641
3304,15520
3304,11206
3304,12121
3304,10836
3304,4835
3304,7905
3304,416
3305,1218
3305,9579
3306,2440
3309,4949
3309,10434
3309,16489
3309,10154
3309,2092
3311,4750
3311,10252
3311,9830
3312,12203
3312,9265
3312,4464
3313,9769
3313,5581
3313,13160
3313,6021
3313,2862
3313,8514
3313,4538
3313,464
3313,6157
3313,16835
3313,5788
3317,14989
3320,1391
3320,16729
3321,2569
3321,14402
3322,8030
3322,7457
3322,10600
3322,4540
3322,8708
3322,1902
3323,12370
3324,8461
3324,3050
3324,3409
3325,16259
3327,13598
3329,7865
3329,16298
3329,7955
3329,2478
3329,1120
3329,12456
3329,226
3329,6939
3329,12013
3329,14380
3329,14250
3329,8676
3329,715
3329,1740
3329,16650
3329,8262
3329,49
3329,4802
3329,11824
3329,212
3329,12804
3329,5022
3329,2741
3329,14455
3329,3774
3329,6364
3329,6458
3329,7938
3331,13786
3331,10371
3331,14803
3331,1012
3331,6433
3331,2770
3332,4259
3333,6984
3334,5153
3334,39
3334,10612
3334,5628
3334,11902
3335,4173
3335,11647
3335,1275
3335,11936
3335,3825
3335,1581
3335,8038
3335,138
3335,8372
3335,7498
3335,13727
3335,16687
3335,10824
3335,688
3335,15805
3336,14208
3339,12771
3339,16272
3339,8419
3339,11925
3339,13482
3341,10858
3341,7139
3343,11845
3343,124
3343,5512
3343,1487
3344,8600
3345,3039
3345,4829
3345,325
3345,4944
3345,9917
3345,8982
3345,12276
3346,11117
3346,10330
3348,9993
3348,2407
3348,5926
3348,1767
3349,15573
3350,16359
3352,5453
3352,15049
3353,10619
3353,6119
3353,8006
3353,1860
3354,4479
3354,16589
3354,9543
3354,1676
3354,5080
3355,7892
3356,15884
3357,16207
3357,8665
3357,10044
3357,9216
3357,1125
3358,7336
3360,14520
3360,311
3361,2918
3361,12197
3361,15015
3362,2507
3362,15437
3364,6834
3365,15721
3365,2106
3366,3323
3366,2750
3367,10883
3367,15253
3369,6265
3369,1733
3369,11630
3371,14989
3371,3317
3371,1170
3372,744
3373,3258
3373,7883
3373,2248
3374,4530
3374,9906
3374,7235
3374,14127
3374,429
3374,11521
3374,1361
3374,11148
3374,5891
3375,9179
3375,9236
3375,2511
3375,4016
3375,5179
3375,15572
3375,11258
3375,14462
3375,7188
3375,15682
3375,6225
3375,5908
3375,4925
3375,10300
3375,1567
3375,15245
3375,1990
3375,9886
3376,5581
3376,8059
3377,6696
3377,2761
3377,6081
3377,1267
3377,3943
3378,13966
3378,14129
3378,6067
3378,1389
3379,7518
3379,31
3379,10917
3379,236
3380,16753
3380,7483
3380,6725
3381,3450
3381,5788
3381,13160
3381,3150
3381,3313
3381,14450
3384,853
3384,13910
3386,6266
3387,2450
3388,15862
3388,10919
3388,11541
3388,10566
3388,2390
3388,10888
3388,4529
3389,15291
3390,11147
3391,15735
3391,188
3392,14147
3392,12842
3394,5721
3394,13223
3394,15644
3394,10973
3394,8115
3395,9434
3396,8030
3397,4949
3397,14004
3398,6284
3399,15734
3399,11701
3399,16377
3399,4167
3399,10715
3399,15318
3399,13151
3400,12126
3401,6436
3401,8213
3401,2900
3401,1356
3401,4800
3401,4727
3402,11434
3404,3789
3405,6098
3405,16771
3405,14832
3405,3367
3405,8738
3405,7132
3405,1265
3405,12402
3405,9129
3405,16635
3405,14127
3407,14777
3407,16798
3407,14095
3407,14197
3409,8461
3409,13690
3409,3050
3409,6641
3410,10836
3410,1281
3410,907
3410,14533
3410,7361
3410,857
3410,6326
3410,6306
3411,14707
3412,4390
