source,target
5670,6926
5673,14305
5673,15415
5673,14887
5673,14391
5673,7593
5673,9427
5673,15010
5673,6842
5673,2691
5673,12929
5673,85
5673,6042
5675,13242
5676,13911
5678,5070
5678,12092
5678,6856
5680,16516
5681,13353
5681,10005
5682,6020
5682,15880
5682,9070
5682,11957
5682,3675
5682,12393
5682,15215
5683,13903
5683,11253
5683,8566
5683,8567
5683,15683
5684,3170
5684,3614
5684,9237
5684,15898
5684,14195
5684,10548
5687,14724
5688,1420
5689,4421
5689,9910
5689,14883
5689,3739
5689,14547
5689,11482
5689,3217
5690,546
5690,15619
5690,1547
5690,12640
5690,8624
5693,15853
5693,16139
5693,14163
5693,2852
5694,3822
5694,9169
5694,13032
5694,5856
5694,13695
5694,5645
5694,10037
5695,2516
5695,16008
5695,13538
5696,9048
5696,14600
5696,12425
5696,5131
5697,8820
5697,9109
5697,12012
5697,12514
5699,12981
5699,3004
5700,3161
5700,9752
5700,9330
5701,13022
5702,8777
5702,2166
5702,207
5702,9042
5702,15400
5702,344
5703,15153
5703,11226
5703,5753
5704,16
5704,6437
5704,3771
5704,3584
5704,15791
5704,15222
5705,8402
5705,1828
5705,8094
5705,11868
5705,4525
5705,9157
5705,12069
5706,6458
5706,15648
5706,2178
5706,13433
5707,16082
5707,5316
5707,15703
5708,9516
5709,12000
5711,11181
5711,11535
5711,15113
5711,435
5711,16463
5711,12503
5711,74
5711,1782
5711,8011
5711,11398
5711,9292
5711,8959
5711,12379
5711,16388
5711,2515
5711,16608
5711,3967
5711,6927
5711,16657
5711,2349
5711,16621
5711,5464
5711,15747
5712,10836
5713,11887
5714,12707
5714,14647
5714,7308
5714,12846
5714,7105
5714,9130
5714,12989
5714,12607
5714,9257
5714,1365
5714,1922
5714,5846
5714,15913
5714,6192
5714,9396
5714,9986
5714,13751
5714,11381
5714,13556
5714,5835
5714,4469
5716,5422
5716,5353
5716,1950
5716,14542
5716,10570
5716,15242
5716,5801
5716,9078
5716,9009
5716,11689
5716,12649
5716,15910
5716,2391
5716,16650
5716,842
5716,3054
5716,4595
5716,9592
5716,2779
5716,13952
5716,262
5717,729
5719,14264
5720,5142
5720,14039
5720,15117
5720,4594
5721,13223
5721,10007
5721,10724
5721,4203
5723,1007
5723,10294
5723,2041
5723,11300
5723,11252
5724,12998
5724,6078
5724,15625
5724,9266
5724,4619
5724,10836
5724,1655
5724,13609
5724,6872
5724,5079
5724,2538
5724,8454
5724,2172
5724,4795
5724,12508
5724,12862
5724,2189
5724,8935
5724,8736
5724,13473
5724,13961
5724,8114
5724,881
5724,14840
5725,2219
5725,8848
5725,13135
5726,3538
5728,10267
5728,684
5729,306
5729,8483
5730,6267
5730,9764
5732,3032
5732,9530
5732,9311
5732,16536
5732,4928
5732,2507
5733,13971
5733,5055
5733,10041
5733,8293
5734,3457
5734,6928
5735,11139
5737,10197
5738,131
5741,10342
5741,9228
5742,959
5743,148
5743,11533
5743,11667
5743,2378
5743,8011
5744,3336
5744,4038
5745,5785
5745,16487
5746,987
5746,1484
5748,3753
5748,6754
5748,9897
5748,9520
5748,1063
5748,8383
5748,6521
5749,10160
5749,13653
5749,11022
5749,16410
5749,14507
5749,8612
5749,12459
5749,1701
5749,506
5749,14543
5751,507
5752,5577
5752,5484
5752,16507
5752,14210
5752,6156
5753,11226
5753,14318
5754,14269
5754,13569
5756,2049
5758,12834
5758,1157
5758,15807
5758,5236
5758,10046
5758,7692
5758,5708
5758,1207
5758,8282
5758,9949
5759,10121
5759,10963
5759,116
5759,16149
5759,10977
5759,15048
5760,6459
5760,16031
5761,9869
5763,10972
5764,677
5765,11617
5765,1558
5765,11898
5765,1185
5765,1860
5765,3836
5765,16836
5767,6199
5767,10910
5767,15610
5768,8011
5768,15412
5768,2511
5768,5512
5768,13782
5768,6354
5768,7647
5768,5436
5768,138
5768,9189
5768,10645
5768,3343
5769,11111
5769,9733
5769,3748
5769,3270
5769,6267
5769,5133
5769,7894
5770,3001
5770,12834
5771,8283
5772,14761
5772,10496
5772,10399
5773,5002
5773,15277
5773,6450
5773,15100
5775,16416
5775,1995
5775,16065
5776,7280
5776,573
5776,11080
5776,12468
5777,15221
5777,12904
5777,9334
5777,12250
5778,1676
5778,7865
5780,16305
5780,4945
5780,5811
5780,16204
5780,15863
5780,3
5783,6033
5784,10374
5784,9760
5784,12949
5784,11774
5784,3748
5784,13726
5784,10352
5784,8316
5785,9539
5786,11722
5786,11549
5789,76
5790,393
5791,7581
5791,9188
5791,7159
5791,585
5793,3456
5793,16737
5793,5849
5794,13376
5794,10868
5794,2704
5794,10706
5794,8075
5795,14919
5795,1715
5796,9408
5797,10193
5798,11873
5801,3963
5801,14734
5801,951
5801,14511
5801,8295
5802,16174
5802,16578
5803,16507
5803,9600
5803,151
5803,3368
5803,2888
5803,15025
5803,14224
5803,15075
5803,13961
5803,3158
5805,2328
5806,13439
5806,74
5806,630
5806,3838
5806,12560
5807,15713
5807,10253
5807,4374
5807,2684
5807,14939
5807,7841
5807,2584
5812,4539
5812,5995
5812,5808
5812,10074
5812,14921
5813,2704
5813,11914
5813,11900
5813,13376
5813,5794
5813,10868
5814,16782
5814,14107
5814,8216
5815,13636
5822,15294
5822,10277
5823,286
5823,13909
5825,3497
5825,4348
5825,11549
5827,16349
5827,2907
5827,12519
5827,12015
5827,3562
5827,9564
5827,5417
5827,1248
5828,6812
5828,10508
5828,13765
5828,11969
5829,15774
5829,177
5829,13975
5830,6405
5830,15546
5831,2703
5833,3704
5833,15398
5833,8368
5833,11597
5833,5849
5833,4394
5833,2703
5833,4061
5833,7314
5834,10494
5834,7491
5834,11050
5834,2463
5835,14647
5835,12846
5835,7105
5835,9130
5835,12607
5835,1922
5835,15913
5835,9257
5835,1365
5835,5846
5835,9396
5835,9986
5835,13751
5835,13556
5835,7860
5835,12707
5838,12696
5838,5085
5838,15486
5838,11607
5838,10567
5838,4806
5838,9608
5838,5644
5839,1492
5840,3878
5840,13405
5840,7697
5840,7341
5841,8791
5841,1863
5841,1156
5841,6227
5841,2234
5841,11907
5842,10298
5842,11579
5842,15353
5842,10322
5843,4471
5843,9424
5844,10488
5845,11688
5846,7105
5846,7971
5846,2893
5846,12989
5846,12607
5846,15913
5846,9257
5846,1365
5846,9396
5846,3285
5846,9986
5846,13751
5846,13556
5846,13154
5846,12707
5846,1489
5846,936
5847,13739
5847,6185
5847,15610
5847,1490
5847,4918
5848,4565
5849,8720
5849,4394
5849,4825
5849,2703
5849,7314
5849,3704
5849,12592
5849,3456
5849,11597
5849,16737
5849,4934
5850,8957
5851,6765
5853,15924
5853,7955
5853,3686
5853,14380
5853,8883
5853,9225
5853,158
5853,464
5853,14345
5853,3054
5853,16301
5854,1284
5854,6921
5855,6447
5855,8635
5855,10119
5855,15691
5855,3502
5856,3822
5856,5645
5857,12439
5858,7742
5858,7520
5860,12947
5860,3855
5861,11605
5861,3039
5861,15189
5861,4829
5861,4402
5861,3345
5861,325
5861,4944
5861,8018
5861,9917
5861,8982
5862,482
5862,1613
