source,target
8375,6094
8375,14515
8376,14324
8376,9010
8376,3884
8376,11162
8376,6020
8376,16779
8377,10133
8378,14650
8379,9139
8379,5923
8379,14515
8379,4306
8379,1786
8379,8292
8379,6463
8380,14751
8380,8665
8380,13192
8381,9105
8381,15021
8382,7038
8383,9897
8383,5178
8383,15148
8383,511
8383,3585
8384,3771
8385,13487
8385,13133
8385,5583
8386,10415
8386,14953
8386,5055
8387,7448
8387,2159
8388,8726
8389,7737
8389,5644
8389,1246
8390,16288
8390,4871
8390,7368
8390,2920
8390,1802
8390,13289
8390,11899
8390,1019
8391,232
8391,3233
8393,1238
8393,1279
8393,10725
8393,3167
8393,4834
8395,12362
8395,10331
8395,15800
8395,9210
8396,467
8396,11616
8396,15756
8396,15855
8396,7285
8397,5242
8397,15034
8397,6435
8398,16538
8398,3951
8398,5753
8399,11487
8399,1603
8399,762
8399,3946
8399,9923
8400,5760
8400,3650
8400,16031
8401,4706
8401,13066
8401,7232
8401,4749
8401,3521
8401,16199
8401,7368
8401,15748
8401,1786
8401,7649
8401,6604
8401,9129
8402,12069
8402,8094
8402,11868
8403,4065
8403,10775
8403,9641
8404,1902
8405,7656
8405,1257
8405,6788
8405,2211
8406,7804
8407,5521
8407,16745
8408,6317
8408,15299
8408,13390
8409,3668
8412,6151
8412,959
8413,16297
8413,1595
8414,15689
8415,15326
8415,14002
8415,4675
8415,6993
8416,14590
8416,14009
8416,6426
8416,8929
8417,4778
8418,4235
8418,889
8420,3395
8420,10637
8420,9434
8420,14728
8421,3565
8421,728
8423,9002
8423,14788
8423,785
8423,4051
8423,4966
8423,16404
8423,13782
8423,226
8423,12958
8423,10311
8424,11700
8424,12580
8424,12804
8424,7239
8425,16306
8425,14570
8425,1791
8425,9043
8426,11266
8426,7294
8426,8063
8426,5677
8428,8883
8428,2862
8428,6841
8428,10899
8428,11932
8429,6595
8429,3621
8429,1828
8429,12165
8430,4617
8430,9026
8432,6242
8432,6222
8432,1725
8432,11309
8432,6341
8432,3447
8433,12700
8433,4748
8433,13715
8434,13160
8434,7643
8434,13254
8434,11579
8434,7208
8434,2000
8434,3423
8434,9112
8434,16598
8434,4579
8434,11097
8434,7719
8434,3816
8435,7138
8435,4544
8435,14421
8435,13511
8435,9194
8436,14240
8437,13513
